question,answer,preds,em,f1,acc,wall_time,total_tokens,steps,tool_cost,token_cost,total_cost
Are both Pecom 32 and Applix 1616 based in Australia?,no,no,True,1.0,1,11.957475662231445,4927.0,3.0,0.0,0.009854,0.009854
"The Forerunner was a monthly magazine produced by Charlotte Perkins Gilman (best known as the writer of ""The Yellow Wallpaper""), a 6,000-word short story by American writer Charlotte Perkins Gilman, first published in The New England Magazine, in what year?",1892,Agent stopped due to iteration limit or time limit.,False,0.0,0,32.301902294158936,16380.0,9.0,0.0,0.03276,0.03276
What timezone do the United States Minor Outlying Islands observe?,Samoa Time,Agent stopped due to iteration limit or time limit.,False,0.1818181818181818,0,35.8424232006073,14876.0,9.0,0.0,0.029752,0.029752
Which Australian politician founded CARE Australia ,John Malcolm Fraser,nan,False,0.0,0,,,,,,
Stefano Nava was a backup for which former right-back who now is the assistant coach for the Ukrainian national team?,Mauro Tassotti,unknown,False,0.0,0,37.58202934265137,15436.0,7.0,0.0,0.030872000000000004,0.030872000000000004
The 1994–95 U.C. Sampdoria season included a midfielder who was of what nationality?,English,Agent stopped due to iteration limit or time limit.,False,0.0,0,43.553399085998535,20518.0,9.0,0.0,0.041036,0.041036
"Landon T. Clay (born Landon Thomas Clay) was an American businessman and founder of the Clay Mathematics Institute (CMI),  a private, non-profit foundation, based in Peterborough, New Hampshire, in which country?",United States,United States,True,1.0,1,6.420000076293945,3210.0,2.0,0.0,0.0064199999999999995,0.0064199999999999995
Wonder World is the second studio album by a pop group formed by what producer?,Park Jin-young,JYP Entertainment,False,0.0,0,13.513226509094238,7991.0,4.0,0.0,0.015982,0.015982
"Pibb Xtra and Pet, Inc., are made in which country?",United States,Agent stopped due to iteration limit or time limit.,False,0.0,0,32.77246379852295,19452.0,9.0,0.0,0.038904,0.038904
Jack Reynolds won his first super bowl with the niners  in which season ?,the 1981 season,nan,False,0.0,0,,,,,,
Kevin Brooks was born in a state bordered by what ocean?,Atlantic Ocean,Agent stopped due to iteration limit or time limit.,False,0.0,0,55.02337193489075,19392.0,9.0,0.0,0.038784,0.038784
What is the middle name of the leader of Quantrill's Raiders?,Clarke,Clarke,True,1.0,1,44.28819942474365,5454.0,3.0,0.0,0.010908000000000001,0.010908000000000001
What profession does Adrian Brunel and Richard Oswald have in common?,director,"film director, screenwriter",False,0.5,0,15.255166053771973,7070.0,4.0,0.0,0.014140000000000002,0.014140000000000002
"Frank Lucien Hale once accompanied a famous American aviator nicknamed Slim, Lucky Lindy, and The Lone Eagle on what?",a transcontinental flight,"Lucky Lindy, transcontinental flight",False,0.6666666666666666,1,12.449479103088379,5743.0,3.0,0.0,0.011486000000000001,0.011486000000000001
Singwango Secondary School had a sister school in a census-designated place in the town of North Hempstead in what county of New York?,Nassau County,Nassau County,True,1.0,1,11.298068761825562,4957.0,3.0,0.0,0.009914,0.009914
"Which university is a public research university, Ashesi University or National Autonomous University of Mexico?",National Autonomous University of Mexico,National Autonomous University of Mexico,True,1.0,1,13.821500062942505,5275.0,3.0,0.0,0.01055,0.01055
What Norwegian band has played at Sparebanken Sør Arena?,A-ha,A-ha,True,1.0,1,7.677581787109375,3370.0,2.0,0.0,0.0067399999999999995,0.0067399999999999995
Are both Thomas Reiter and Sigmund Jähn astronauts?,no,yes,False,0.0,0,37.47704577445984,6756.0,4.0,0.0,0.013512000000000001,0.013512000000000001
Where did the helicopter crash take place that killed Vic Morrow?,"Valencia, Santa Clarita, California",unable to determine filming location,False,0.0,0,31.32321548461914,16211.0,8.0,0.0,0.032422,0.032422
"Clarence ""Keith"" Marquis Mitchell, is a former American football linebacker in which rganization,who played for the Houston Texans, a professional American football team based in Houston, Texas?",National Football League,Agent stopped due to iteration limit or time limit.,False,0.0,0,36.2174596786499,16976.0,9.0,0.0,0.033952,0.033952
" 1889–90 Burnley F.C. season had success in what football knockout tournament involving teams from Lancashire, England",Lancashire County Football Association Cup,Lancashire Senior Cup,False,0.5,0,12.388751983642578,5345.0,3.0,0.0,0.010690000000000002,0.010690000000000002
Last in Line reunited in 2010 with the guitarist who was of what nationality?,Northern Irish,Northern Irish,True,1.0,1,10.404466152191162,5027.0,3.0,0.0,0.010054,0.010054
Who owns the news television channel who Andrew Ehinger is a reporter for?,Altice USA,nan,False,0.0,0,,,,,,
"What distinctive surface is the historic Merton Street, that runs parallel to High Street in the southeastern university city of Oxford, England?",cobbled,Agent stopped due to iteration limit or time limit.,False,0.0,0,35.74088430404663,15199.0,9.0,0.0,0.030398,0.030398
I'll Sail My Ship Alone has been recorded by which American country music singer?,Mickey Leroy Gilley,nan,False,0.0,0,,,,,,
"When was the American rapper from St. Louis, Missouri born who has guest appeared in New Jack City, Pt. II and who's one of the album is ""Country Grammar""?","November 2, 1974",Agent stopped due to iteration limit or time limit.,False,0.0,0,53.81080174446106,15717.0,9.0,0.0,0.031434000000000004,0.031434000000000004
"Although best known for playing Jesus, Brian Deacon also appeared in this 1972 British film by Michael Apted?",The Triple Echo,Agent stopped due to iteration limit or time limit.,False,0.0,0,49.76872801780701,17498.0,9.0,0.0,0.034996,0.034996
 Jagdgeschwader 52 was an aircraft used by the flying ace nicknamed what?,Bubi,nan,False,0.0,0,,,,,,
Nexus and Girlfriends are both what?,magazine,none,False,0.0,0,10.647464990615845,5149.0,3.0,0.0,0.010298000000000002,0.010298000000000002
What FA Trophy final was the 44th final where Grimsby Town was beaten?,2013 FA Trophy Final,Wrexham,False,0.0,0,20.9897198677063,9550.0,5.0,0.0,0.0191,0.0191
"Rear Admiral (UH) Raymond A. Spicer, United States Navy, is the former director of the White House Military Office and reported as Deputy Assistant to the President and Director, White House Military Office in March 2007, and was succeeded by which American politician and member of the Democratic Party who served as the Director of the White House Military Office from January to May 2009, as the 17th United States Secretary of the Army?",Louis Caldera,Louis Caldera,True,1.0,1,14.949189901351929,5245.0,3.0,0.0,0.01049,0.01049
Who directed the 2010 film in which Otto Jespersen starred ? ,"André Øvredal,",André Øvredal,True,1.0,1,10.139785528182983,4900.0,3.0,0.0,0.0098,0.0098
Bernadette Flynn was a dancer in the style that took its influence from what French style?,quadrilles,quadrille,False,0.0,1,14.745574951171875,7077.0,4.0,0.0,0.014154,0.014154
Were Andy Cairns and Richie Furay both members of the same band?,no,no,True,1.0,1,19.55652117729187,9402.0,5.0,0.0,0.018804,0.018804
Are Vincenzo Bellini and Nikolai Rimsky-Korsakov both composers?,yes,yes,True,1.0,1,12.081969022750854,5962.0,3.0,0.0,0.011924,0.011924
"What role is the twin of Elaine Thompson most notable for playing in the television series ""Casualty""?  ",Charlie Fairhead,unable to answer,False,0.0,0,20.581125497817993,9060.0,5.0,0.0,0.01812,0.01812
Who costarred as John Carroll Lynch's brother in his most recent film?,Nick Offerman,Agent stopped due to iteration limit or time limit.,False,0.0,0,38.03525972366333,19878.0,9.0,0.0,0.039756,0.039756
Specials for Cher's Do You Believe? tour were filmed a multi-purpose arena located on what?,Las Vegas Strip,Agent stopped due to iteration limit or time limit.,False,0.0,0,36.20577573776245,15154.0,9.0,0.0,0.030308,0.030308
"What percentage share of the worldwide data converter market did the publisher of ""Analog Dialogue"" have in 2012?",48.5%,Agent stopped due to iteration limit or time limit.,False,0.0,0,36.4054901599884,17586.0,9.0,0.0,0.035172,0.035172
Jack Zwerner won an event at which Las Vegas-based set of tournaments?,World Series of Poker,WSOP,False,0.0,1,14.445088624954224,5215.0,3.0,0.0,0.01043,0.01043
What Cuban born wrestler competed in Triplemania in Mexico City in 1993?,Konnan,Agent stopped due to iteration limit or time limit.,False,0.0,0,41.417954444885254,15574.0,9.0,0.0,0.031148000000000002,0.031148000000000002
"The American actress ""Patricia Kalember"" appeared in this 1990 merican psychological horror film directed by Adrian Lyne, which was produced by whom?",Alan Marshall,Alan Marshall,True,1.0,1,14.289413452148438,7359.0,4.0,0.0,0.014717999999999998,0.014717999999999998
"Who appeared in both ""The Ace in the Hole"" and ""The Lion and the Horse""?",Ray Teal,Agent stopped due to iteration limit or time limit.,False,0.0,0,48.38316583633423,17887.0,9.0,0.0,0.03577400000000001,0.03577400000000001
"Bad Kitty was written by what American writer who has authored novels in several genres, including historical romance and suspense thrillers?",Michele Sharon Jaffe,Nick Bruel,False,0.0,0,11.132381916046143,5069.0,3.0,0.0,0.010138,0.010138
"Which is located in Hengshui, Bei'an or Shenzhou City?",Shenzhou,Shenzhou City,False,0.6666666666666666,1,15.51151442527771,7248.0,4.0,0.0,0.014495999999999998,0.014495999999999998
Did Scott Pembroke and Eugeniusz Bodo die in the same city?,no,no,True,1.0,1,11.161101818084717,5062.0,3.0,0.0,0.010124000000000001,0.010124000000000001
Dark Sermon has toured with which San Diego-based extreme metal band?,Cattle Decapitation,Agent stopped due to iteration limit or time limit.,False,0.0,0,34.84467911720276,18458.0,9.0,0.0,0.03691599999999999,0.03691599999999999
Gary LeVox and Stuart Murdoch share what profession?,singer and songwriter,"musician, songwriter",False,0.4,0,17.8171968460083,8672.0,5.0,0.0,0.017344000000000002,0.017344000000000002
What town on the banks of Six Mile Water did the Ramble Inn attack happen near?,"Antrim, Northern Ireland",Antrim,False,0.5,0,10.441999673843384,4987.0,3.0,0.0,0.009974,0.009974
Are Suizhou and Hejin in the same province?,no,no,True,1.0,1,14.012172937393188,7217.0,4.0,0.0,0.014434000000000002,0.014434000000000002
"What did Francesco Levato receive his MFA in at the college in Henniker, New Hampshire?",Poetry,Poetry,True,1.0,1,7.266613960266113,3515.0,2.0,0.0,0.00703,0.00703
What magazine was established in 1988 by Frank Thomas and Keith White and has been associated with the Dirtbag Left?,The Baffler,The Baffler,True,1.0,1,29.592734575271606,7033.0,4.0,0.0,0.014065999999999999,0.014065999999999999
How many seats can the stadium originally planned to host the 2017 NBA All-Star Game hold for NBA games?,"19,077",nan,False,0.0,0,,,,,,
To what city did the 2015 Clemson Tigers football team travel to play in the 2015 Orange Bowl?,"Miami Gardens, Florida","Miami Gardens, Florida",True,1.0,1,12.900982141494751,5492.0,3.0,0.0,0.010984,0.010984
Are Hans Simonsson and Julie Halard-Decugis both from Sweden?,No.,no,True,1.0,0,10.965318202972412,5051.0,3.0,0.0,0.010102,0.010102
Heda Margolius Kovály survived a ghetto at the extermination camp built by the Third Reich in which nation's lands?,Polish,Poland,False,0.0,0,25.59522032737732,12560.0,5.0,0.0,0.02512,0.02512
What South Korea-based girl group formed by S.M. Entertainment in 2009 was included in the debut EP of South Korean boy group Shinee music video?,f,nan,False,0.0,0,,,,,,
What was the name of one of the buildings that Thomas Lumby worked on?,Doddington Hall,"Sorry, I cannot find any information on Thomas Lumby or the buildings he worked on.",False,0.0,0,35.42936706542969,6886.0,4.0,0.0,0.013772000000000001,0.013772000000000001
What weekly newsmagazine is published in the capital and largest city of Peru?,Lima,Caretas,False,0.0,0,24.25336503982544,7971.0,4.0,0.0,0.015941999999999998,0.015941999999999998
The Youth in Music championship is held in the stadium that was built on the site of what former stadium?,Hubert H. Humphrey Metrodome,Hubert H. Humphrey Metrodome,True,1.0,1,11.357215404510498,5367.0,3.0,0.0,0.010734,0.010734
"Which singer is South Korean, Mike Muir or Leo?",Leo,Leo,True,1.0,1,17.653462886810303,6786.0,4.0,0.0,0.013572,0.013572
Which case Illinois v. Gates or Shelley v. Kraemer took place first ?,"Shelley v. Kraemer,",Shelley v. Kraemer,True,1.0,1,31.641221284866333,5043.0,3.0,0.0,0.010086000000000001,0.010086000000000001
Which Bengali film stars Koyel Mullick and a former Rajya Sabha Member of Parliament?,Minister Fatakeshto,Agent stopped due to iteration limit or time limit.,False,0.0,0,33.43165445327759,16867.0,9.0,0.0,0.033734,0.033734
"What member of the Big 12 Conference and competes in NCAA Division I, fielding 16 varsity teams, had an American college wrestling icon considered one of the best American amateur wrestlers in recent history?",Iowa State Cyclones,nan,False,0.0,0,,,,,,
"Between the tennis players, Carly Gullickson, and Pierre Barthès, which is of French nationality?",Pierre Barthès,Pierre Barthès,True,1.0,1,10.242093086242676,5010.0,3.0,0.0,0.01002,0.01002
"Bruno Bianchi, former racing driver, worked as an engineer at a multinational aerospace and transportation company based where?","Montreal, Quebec, Canada",Canada and the United States,False,0.28571428571428575,0,17.843819856643677,9037.0,5.0,0.0,0.018074,0.018074
"What was the name of the 1985 formed band, Fu Manchu's debut album?",No One Rides for Free,Agent stopped due to iteration limit or time limit.,False,0.0,0,24.98366141319275,15363.0,9.0,0.0,0.030726,0.030726
Are Patrinia and the Musa acuminata varieties of Banana both plants noted for their long-lasting flowers?,no,unknown,False,0.0,0,19.195412158966064,10372.0,5.0,0.0,0.020744,0.020744
Avon Saxon created the role of Friar Tuck in the opera by which English composer?,Sir Arthur Seymour Sullivan MVO,Sir Arthur Sullivan,False,0.7499999999999999,1,10.219474077224731,5000.0,3.0,0.0,0.01,0.01
"Which was released first, Brave or Sky High?",Sky High,Sky High,True,1.0,1,15.154337167739868,7749.0,4.0,0.0,0.015498000000000001,0.015498000000000001
"Sharon Kay Penman and Zora Neale Hurston, have which shared nationality?",American,American,True,1.0,1,11.327642679214478,5689.0,3.0,0.0,0.011378000000000001,0.011378000000000001
"Who was born later, Frank Lucas or Ike Atkinson?",Frank Lucas,Frank Lucas,True,1.0,1,10.552530765533447,5252.0,3.0,0.0,0.010504,0.010504
What was the population according to the 2010 census of the census-designated place where Max Loughan created a crystal radio?,"8,777",unable to answer,False,0.0,0,15.766267538070679,6605.0,4.0,0.0,0.013210000000000001,0.013210000000000001
"St Walburga's Convent stands to the north of Balmoral Road, Lancaster, in Lancashire, the building is connected to the convent chapel of Lancaster Cathedral, also known as The Cathedral Church of St Peter, is in St Peter's Road, Lancaster, Lancashire, in which country?",England,England,True,1.0,1,17.14010763168335,22599.0,2.0,0.0,0.04519800000000001,0.04519800000000001
"Minneapolis hosts Super Bowl LII, but which year did the city first host the event, at the Hubert H. Humphrey Metrodome downtown?",1992,1992,True,1.0,1,26.11081576347351,3630.0,2.0,0.0,0.007260000000000001,0.007260000000000001
Ford Edge is the first of what size vehicle to have MyFord Touch?,Midsize crossover SUV,mid-size vehicle,False,0.4,0,12.18195390701294,6773.0,4.0,0.0,0.013545999999999999,0.013545999999999999
Deschutes was fifteenth-largest overall brewery in the United States among how many?,"3,000","7,450",False,0.0,0,14.728053092956543,5233.0,3.0,0.0,0.010466,0.010466
" Hurricane Keith weakened to a tropical storm, before another landfall occurred near a city with a population of what?","57,169","61,461",False,0.0,0,11.670786619186401,6281.0,3.0,0.0,0.012562,0.012562
In what year was the son of Glenn Cook born?,1997,unknown,False,0.0,0,14.700780153274536,8580.0,5.0,0.0,0.017159999999999998,0.017159999999999998
Monaco national basketball team has always represented in this multi-sport event launched by who,Republic of San Marino,San Marino,False,0.6666666666666666,0,23.95638918876648,6829.0,4.0,0.0,0.013658,0.013658
In which period the father of Queen Anne-Marie reign Denmark?,1947 to 1972,1947-1972,False,0.0,1,11.056201696395874,5606.0,3.0,0.0,0.011212,0.011212
Are Medici and Senet both board games?,yes,yes,True,1.0,1,22.625325679779053,17708.0,7.0,0.0,0.035416,0.035416
"The Kings of Summer stars which actor who played Ron Swanson on ""Parks and Recreation""?","Nicholas ""Nick"" Offerman",Nick Offerman,False,0.8,1,23.176503896713257,9109.0,5.0,0.0,0.018218,0.018218
"Carborundum printmaking is a collagraph printmaking technique in which the image is created by adding light passages to a dark field, normally, cardboard or wood plates are coated in a layer of Silicon carbide (SiC), also known as carborundum, is a compound of silicon and carbon, synthetic silicon carbide powder has been mass-produced since which year?",1893,1893,True,1.0,1,6.5139265060424805,3402.0,2.0,0.0,0.006803999999999999,0.006803999999999999
Which coach famously recruited Joe Namath to Alabama for Bear Bryant in 1961 and was Head Coach when Miami won their first national championship?,Howard Schnellenberger,Agent stopped due to iteration limit or time limit.,False,0.0,0,35.5516140460968,21483.0,9.0,0.0,0.042966,0.042966
"The Manor of Scrivelsby, in the East Lindsey district, lies in which eastern English county?",Lincolnshire,Lincolnshire,True,1.0,1,14.045700788497925,5314.0,3.0,0.0,0.010628,0.010628
"Who managed cinematography for the Indian Tamil language film, VIP, whose music was composed by longtime associate of A R Rahman, Ranjit Barot?",Arthur A. Wilson,Agent stopped due to iteration limit or time limit.,False,0.0,0,30.290597915649414,16164.0,9.0,0.0,0.032328,0.032328
Were Underdog and Monkey Kingdom released in the same year?,no,no,True,1.0,1,13.382096290588379,7027.0,4.0,0.0,0.014054,0.014054
What mountain range includes the gully that borders Eagle On The Hill?,Mount Lofty Ranges,nan,False,0.0,0,,,,,,
"Who wrote the music for the musical, a revival of which gave Max Meth his second Tony Awards ? ",Richard Rodgers and Lorenz Hart,Richard Rodgers and Lorenz Hart,True,1.0,1,20.58042573928833,6940.0,4.0,0.0,0.01388,0.01388
Robert De Niro starred in Stone with what actress that was the reignig queen of kick-butt?,Milica Bogdanovna Jovovich,nan,False,0.0,0,,,,,,
"Elmhurst, a residential neighborhood in the southernmost part of Oakland, California, contains the Eastmont Town Center which opened in what year on the site of a 1920s-era Chevrolet automobile factory called Oakland Assembly?",1970,1974,False,0.0,0,16.01847505569458,7460.0,4.0,0.0,0.014920000000000001,0.014920000000000001
To what political party did the wife of Feroze Gandhi belong ?,Indian National Congress party.,Indian National Congress,False,0.8571428571428571,1,15.561702013015747,7492.0,4.0,0.0,0.014984,0.014984
In what year was Bradley Orr's football playing nephew born?,1993,nan,False,0.0,0,,,,,,
"When did the singer of ""Work Hard, Play Harder"" make her debut?",2004,March 2004,False,0.6666666666666666,1,8.604614973068237,3386.0,2.0,0.0,0.006772,0.006772
"Hershel Greene a fictional character portrayed by Scott Wilson, saves the life of Chandler Riggs's character in an American television series which airs on what? ",AMC,AMC,True,1.0,1,13.3143470287323,7225.0,4.0,0.0,0.014450000000000001,0.014450000000000001
AutoTrader.co.za is a site for the company that was once a subsidiary of the company that was founded by whom?,John Madejski,unable to find answer,False,0.0,0,22.31538486480713,11047.0,6.0,0.0,0.022094,0.022094
"Which magazine, Infinite Energy or Men's Fitness, was founded by the late Eugene Mallove, and is owned by the non-profit New Energy Foundation?",Infinite Energy,Infinite Energy,True,1.0,1,16.793379545211792,7317.0,4.0,0.0,0.014634000000000001,0.014634000000000001
Who was married to the woman known as Jackie O until his assassination in 1963?,John F. Kennedy,John F. Kennedy,True,1.0,1,6.81687593460083,3621.0,2.0,0.0,0.007242,0.007242
"Who has more scope of profession, T. E. Lawrence or Diana Athill?",Thomas Edward Lawrence,T. E. Lawrence,False,0.3333333333333333,0,27.765852689743042,10576.0,5.0,0.0,0.021152,0.021152
Are Maher Sabry and Joseph L. Mankiewicz both cartoonist?,no,no,True,1.0,1,13.899695634841919,5124.0,3.0,0.0,0.010248,0.010248
"Which star of ""Live Free or Die"" was born on March 20th, 1970?",Michael David Rapaport,Agent stopped due to iteration limit or time limit.,False,0.0,0,35.01872539520264,19116.0,9.0,0.0,0.038231999999999995,0.038231999999999995
In what year was Genichiro Sata elected Chief Deputy Secretary of the party also known as Jimintō?,2005,nan,False,0.0,0,,,,,,
Weinan and Wenling are both located in what country?,China,China,True,1.0,1,11.111512899398804,5163.0,3.0,0.0,0.010326000000000002,0.010326000000000002
Who was the wife of Niel Hamilton who also pitched the pilot to a cooking show that inspired Posh Nosh?,Christine Hamilton,Agent stopped due to iteration limit or time limit.,False,0.0,0,34.30374813079834,16139.0,9.0,0.0,0.032278,0.032278
Murray SawChuck is the resident magic historian on a reality television series filmed in what Nevada city?,Las Vegas,Las Vegas,True,1.0,1,16.12472105026245,7481.0,4.0,0.0,0.014962,0.014962
"According to the 2011 census, what was the population of the town in which John Wilkie was born?","8,523","134,000 (estimated)",False,0.0,0,33.46328854560852,12467.0,6.0,0.0,0.024934,0.024934
What is the release date of the album released by Andrew Wood's band just months after his death?,"July 19, 1990","July 19, 1990",True,1.0,1,14.540578603744507,6874.0,4.0,0.0,0.013748,0.013748
Which four kingdoms did the Great Heathen Army invade?,"Northumbria, Mercia, East Anglia and Wessex","East Anglia, Northumbria, Mercia, Wessex",False,0.9090909090909091,1,8.29200267791748,3819.0,2.0,0.0,0.007638000000000001,0.007638000000000001
"The desmodromic valve engine, widely used by Ducati, uses cams and levers to close its valves in place of what conventional mechanism?",spring,"cams and levers, spring mechanism",False,0.33333333333333337,0,7.124369144439697,3293.0,2.0,0.0,0.006586,0.006586
"What country did the rogue network masterminded by the Pakistani nuclear physicist and a metallurgical engineer, who founded the uranium enrichment program for Pakistan's atomic bomb project, supply with nuclear components?",Libya,nan,False,0.0,0,,,,,,
The song Tell Me Why on the album Maya is recorded by what English artist?,M.I.A.,nan,False,0.0,0,,,,,,
"The 2015 Tour of Oman was the sixth edition of the Tour of Oman cycling stage race, Chris Froome, the defending champion from 2013 and 2014, a British road racing cyclist for which organization?",UCI ProTeam Team Sky,Israel–Premier Tech,False,0.0,0,27.646644592285156,12430.0,6.0,0.0,0.02486,0.02486
"When did The Pacific, produced by HBO, Playtone, and Dreamworks premier in the United States that feature Joseph Francis Mazzello III, an American actor, director, and screenwriter?","March 14, 2010","March 14, 2010",True,1.0,1,37.85737895965576,17082.0,7.0,0.0,0.034164,0.034164
In what year was the director of security of Morgan Stanley in 2001 born?,1939,Agent stopped due to iteration limit or time limit.,False,0.0,0,52.60223388671875,21757.0,9.0,0.0,0.043514000000000004,0.043514000000000004
What is the name of the winner of Celebrity Big Brother 10's dog?,Valerie,nan,False,0.0,0,,,,,,
"What member of the country-music stage concert in Nashville was born in Copeville, Texas?",Charlie Walker,Agent stopped due to iteration limit or time limit.,False,0.0,0,36.863247871398926,14459.0,9.0,0.0,0.028918,0.028918
What NBC drama starring Carroll O'Connor did Crystal R. Fox appear in? ,"""In the Heat of the Night""",In the Heat of the Night,True,1.0,1,13.008737802505493,5299.0,3.0,0.0,0.010598,0.010598
Which Canadian former professional basketball player in the National Basketball Association who was named the Most Valuable Player twice did Phoenix Suns sign in 2004?,Steve Nash,nan,False,0.0,0,,,,,,
 Matt Hannaford is an MLBPA certified sports agent responsible for recruiting a Cuban professional baseball player that prior to entering the major leagues played college baseball where?,University of Miami,nan,False,0.0,0,,,,,,
"The 1980 drama film about a waitress who joins a traveling carnival, which stars A prolific character actor who has appeared in over 150 films, includes an early role for who?",Fred Ward,Fred Ward,True,1.0,1,9.805765628814697,3246.0,2.0,0.0,0.0064919999999999995,0.0064919999999999995
Glamour and Conditions are magazines focused to people of which sex?,women,different sexes,False,0.0,0,10.752583742141724,4875.0,3.0,0.0,0.00975,0.00975
What do Angela Carter and Josephine Tey have in common?,writer,no answer found,False,0.0,0,13.82302975654602,6727.0,4.0,0.0,0.013454,0.013454
