question,answer,label,preds,em,f1,acc,wall_time,total_tokens,steps,tool_cost,token_cost,total_cost
"Brian is a real estate agent. He makes a 2% commission on each sale. During June, he sold three houses. The houses sold for $157,000, $499,000, and $125,000. What was Brian’s total commission on these three sales?","Brian sold houses for 157,000 + 499,000 + 125,000 = $<<157000+499000+125000=781000>>781,000 in total.
Brian's commission was 781,000 * 0.02 = $<<781000*0.02=15620>>15,620
#### 15,620","15,620","$14,620",False,0.0,0,0.7793641090393066,80,1,0,0.00015999999999999999,0.00015999999999999999
"Karen's students are about to take a standardized test. Karen gets a $500 bonus if their average score is above 75, plus an extra $10 bonus for every additional point the average score increases above 75. So far, Karen has graded 8 tests, and the average is 70. Given that each student can have a maximum score of 150, what combined score do the last two tests need to have for Karen to earn a $600 bonus?","First subtract $500 from Karen's goal bonus amount to find how much she makes from the extra $10/point bonus: $600 - $500 = $<<600-500=100>>100
Then divide the extra bonus by the extra rate: $100 / $10/point = <<100/10=10>>10 points
Then add the 10 extra points to the baseline 75 point goal to find the students' average test score: 10 points + 75 points = <<10+75=85>>85 points
Then added the 8 graded tests to the 2 ungraded tests to find the total number of tests: 2 tests + 8 tests = <<2+8=10>>10 tests
Then multiply the 85 point average by the number of tests to find the total number of points the students need to earn: 85 points/test * 10 tests = 850 points
Then multiply the current average by the current number of graded tests to find how many points have been earned so far: 70 points/test * 8 tests = <<70*8=560>>560 points
Then subtract the number of points earned from the number of points needed to find the combine score the last two tests need: 850 points - 560 points = <<850-560=290>>290 points
#### 290",290,"What is Karen's bonus if the average score is above 75? $500
How much extra bonus does Karen get for every additional point above 75? $10
How many tests has Karen graded so far? 8
What is the current average score of Karen's students? 70
What is the maximum score a student can get on the test? 150
What is the total bonus Karen wants to earn? $600
How many tests are left to grade? 2
What is the combined score the last two tests need to have for Karen to earn a $600 bonus? 160",False,0.0,0,9.125252485275269,237,1,0,0.000474,0.000474
"Maddy is in college for 8 semesters. She needs 120 credits to graduate. If each class is 3 credits, how many classes does she need to take per semester?","120 credits / 3 credits is <<120/3=40>>40.
40 credits/ 8 semester = <<40/8=5>>5 classes per semester.
Maddy needs to take 5 classes per semester
#### 5",5,Maddy needs to take 5 classes per semester.,False,0.2222222222222222,1,1.2832918167114258,68,1,0,0.000136,0.000136
"An eagle can fly 15 miles per hour; a falcon can fly 46 miles per hour; a pelican can fly 33 miles per hour; a hummingbird can fly 30 miles per hour. If the eagle, the falcon, the pelican, and the hummingbird flew for 2 hours straight, how many miles in total did the birds fly?","An eagle can fly 15 x 2 = <<15*2=30>>30 miles for 2 hours.
A falcon can fly 46 x 2 = <<46*2=92>>92 miles for 2 hours.
A pelican can fly 33 x 2 = <<33*2=66>>66 miles for 2 hours.
A hummingbird can fly 30 x 2 = <<30*2=60>>60 miles for 2 hours.
Therefore, the birds flew a total of 30 + 92 + 66 + 60 = <<30+92+66+60=248>>248 miles for 2 hours.
#### 248",248,"The eagle flew 30 miles, the falcon flew 92 miles, the pelican flew 66 miles, and the hummingbird flew 60 miles. In total, the birds flew 248 miles.",False,0.08333333333333333,1,3.5916953086853027,137,1,0,0.000274,0.000274
"Karen bakes 50 chocolate chip cookies. She keeps 10 for herself, and she gives 8 to her grandparents. If Karen wants to give everyone in her class cookies, and there are 16 people in her class, how many cookies will each person receive?","After keeping 10 cookies for herself, Karen has 50 - 10 = <<50-10=40>>40 cookies.
After giving cookies to her grandparents, Karen has 40 - 8 = <<40-8=32>>32 cookies.
Karen can give each person in her class 32 / 16 = <<32/16=2>>2 cookies.
#### 2",2,Karen will give 32 cookies to her class (50 - 10 - 8 = 32). Each person in her class will receive 2 cookies (32 ÷ 16 = 2).,False,0.07692307692307693,1,3.6129190921783447,114,1,0,0.00022799999999999999,0.00022799999999999999
Josie received $50 as a gift. She plans to buy two cassette tapes that cost $9 each and a headphone set that costs $25. How much money will she have left?,"The cassette tapes will cost 2 × 9 = $<<2*9=18>>18.
She spends 18 + 25 = $<<18+25=43>>43 in total.
Josie will have 50 - 43 = $<<50-43=7>>7 left.
#### 7",7,$32,False,0.0,0,0.7438342571258545,59,1,0,0.000118,0.000118
"Candied yams fly off the shelf during the holiday season. The store buys them in bulk boxes of 25 packages. If every third shopper buys a package of candied yams, how many bulk boxes of candied yams will the store need to order for their 375 predicted holiday shoppers?","Every third shopper buys a package of candied yams, so the store will need 375 / 3 = <<375/3=125>>125 packages.
At 25 packages per bulk box, the store will need 125 / 25 = <<125/25=5>>5 bulk boxes of candied yams.
#### 5",5,The store will need to order 125 bulk boxes of candied yams.,False,0.0,0,1.8103399276733398,97,1,0,0.000194,0.000194
"Two sisters go to the movies.  Movie tickets are $8 per person.  If the sisters brought $25 with them, how much change will they receive after buying the tickets?","Movie tickets cost for two people is $8 x 2 = $<<8*2=16>>16.
The sisters will receive change of $25 - $16 = $<<25-16=9>>9.
#### 9",9,$9,True,1.0,0,0.7692480087280273,58,1,0,0.000116,0.000116
"At a certain school, 2/3 of the population are females. One-tenth of the males are foreign students. If the school has 300 students, how many students are non-foreign male students?","There are 300 x 2/3 = <<300*2/3=200>>200 females in the school.
So, 300 - 200 = <<300-200=100>>100 are males.
Out of the 100 males, 100 x 1/10 = <<100*1/10=10>>10 are male foreign students.
Thus, there are 100 - 10 = <<100-10=90>>90 non-foreign male students.
#### 90",90,90.,True,1.0,1,0.7610311508178711,64,1,0,0.000128,0.000128
Mark is injured so decides to spend more time reading.  He used to read 2 hours a day but increased that by 150%.  Before he read 100 pages a day.  How many pages does he read a week now?,"His reading speed is 100/2=<<100/2=50>>50 pages a day
He reads 2*1.5=<<2*1.5=3>>3 hours more now than before
So now he reads 2+3=<<2+3=5>>5 hours per day
That means he reads 5*50=<<5*50=250>>250 pages per day
So he reads 250*7=<<250*7=1750>>1750 pages a week
#### 1750",1750,Mark now reads 5 hours a day. He now reads 700 pages a week.,False,0.0,0,1.240074872970581,86,1,0,0.00017199999999999998,0.00017199999999999998
Tracy set up a booth at an art fair. 20 people came to look at her art. Four of those customers bought two paintings each. The next 12 of those customers bought one painting each. The last 4 customers bought four paintings each.  How many paintings did Tracy sell at the art fair?,"The first 4 customers bought 4*2=<<4*2=8>>8 paintings
The next 12 customers bought 12*1=<<12*1=12>>12 paintings
The last 4 customers bought 4*4=<<4*4=16>>16 paintings
In total Tracy sold 8+12+16=<<8+12+16=36>>36 paintings
#### 36",36,Tracy sold 36 paintings at the art fair.,False,0.25,1,1.2763922214508057,94,1,0,0.000188,0.000188
John and his two brothers decide to split the cost of an apartment.  It is 40% more expensive than John's old apartment which costs $1200 per month.  How much does John save per year by splitting the apartment compared to living alone?,"His old apartment cost 1200*12=$<<1200*12=14400>>14,400 per year
His new apartment 1200*1.4=$<<1200*1.4=1680>>1680 per month
That means it cost 1680/3=$<<1680/3=560>>560 per month
So it cost 560*12=$<<560*12=6720>>6720
So he saves 14400-6720=$<<14400-6720=7680>>7680
#### 7680",7680,"The cost of the new apartment is $1680 per month. 
John saves $5760 per year by splitting the apartment compared to living alone.",False,0.0,0,2.4082183837890625,101,1,0,0.000202,0.000202
"Andrew bought a big bag of balloons. The bag had 303 blue balloons and 453 purple balloons. If Andrew shares half of his balloons with his brother, how many balloons does he have left?","There are 303 + 453 = <<303+453=756>>756 balloons in the bag.
Once Andrew gives half of his balloons to his brother he has 756/2=<<756/2=378>>378 balloons left.
#### 378",378,378 balloons.,False,0.6666666666666666,1,0.7455217838287354,62,1,0,0.000124,0.000124
"Bobby has three squares of fabric that he will turn into a flag. The first square is 8 feet by 5 feet. The second one is 10 feet by 7 feet. The third one is 5 feet by 5 feet. If he wants his flag to be 15 feet long, how tall will it be?","The first square is 40 square feet because 8 x 5 = <<8*5=40>>40
The second square is 70 feet because 10 x 7= <<10*7=70>>70
The third square is 25 feet because 5 x 5 = <<5*5=25>>25
The total square footage is 135 feet because 40 + 70 + 25 = <<40+70+25=135>>135
The flag will be 9 feet tall because 135 / 15 = <<135/15=9>>9
#### 9",9,The flag will be 15 feet tall.,False,0.0,0,1.2865595817565918,97,1,0,0.000194,0.000194
"On a tough week, Haji's mother sells goods worth $800, which is half the amount she sells on a good week. What's the total amount of money she makes if she has 5 good weeks and 3 tough weeks?","If on a tough week she sells half what she sells on a good week, then on a good week she sells 800*2 = <<800*2=1600>>1600 dollars.
If she had 5 good weeks, the amount is 5*1600 = <<5*1600=8000>>8000 dollars.
During the 3 tough weeks, she sells 3*800 = <<3*800=2400>>2400 dollars.
The total amount she sold in both weeks is 2400+8000 = <<2400+8000=10400>>10400 dollars.
#### 10400",10400,"The total amount of money she makes is $4,200.",False,0.0,0,1.2745575904846191,81,1,0,0.00016199999999999998,0.00016199999999999998
"The sewers in Middleton can handle 240,000 gallons of run-off. Each hour of rain produces 1000 gallons of runoff. How many days of rain can the sewers handle before they overflow?","First find how many hours of runoff the sewers can handle: 240,000 / 1000 gallons/hour = <<240000/1000=240>>240 hours
Then divide that time by the number of hours per day to find how many days of rain the sewers can handle: 240 hours / 24 hours/day = <<240/24=10>>10 days
#### 10",10,240 days.,False,0.0,0,0.7521355152130127,64,1,0,0.000128,0.000128
"Last year Jessica paid $1000 for rent, $200 for food, and $100 for car insurance each month. This year her rent goes up by 30%, food costs increase by 50%, and the cost of her car insurance triples because she was at fault in an accident. How much more does Jessica pay for her expenses over the whole year compared to last year?","First find the increase in rent by multiplying last year's rent by 30%: $1000 * .3 = $<<1000*.3=300>>300
Then find the food cost increase by multiplying last year's costs by 50%: $200 * .5 = $<<200*.5=100>>100
Then find the new car insurance price by multiplying last year's price by 3: $100 * 3 = $<<100*3=300>>300
Then subtract the cost of car insurance last year from this year's price to find the increase: $300 - $100 = $<<300-100=200>>200
Now find how much Jessica's monthly expenses increased by adding the increases in each of the three costs: $300 + $100 + $200 = $<<300+100+200=600>>600
Now multiply the increase per month by the number of months in a year to find the annual increase: $600/month * 12 months/year = $<<600*12=7200>>7200/year
#### 7200",7200,"What was Jessica's total monthly expenses last year?

$1300

What is Jessica's new monthly rent?

$1300

What is Jessica's new monthly food cost?

$300

What is Jessica's new monthly car insurance cost?

$300

What is Jessica's new total monthly expenses?

$1900

What is the total increase in Jessica's monthly expenses?

$600

What is the total increase in Jessica's yearly expenses?

$7200",False,0.03333333333333333,0,5.887949228286743,187,1,0,0.000374,0.000374
"A big snowstorm caused a large amount of snow to fall onto Grandpa's farm, and the wind caused the snow to pile up into a drift.  But on the second day, it warmed up enough that half of the snowdrift melted.  The third day, it snowed again, adding another 6 inches of snow onto the snowdrift.  On the fourth day, another 18 inches of snow fell onto the snowdrift.  If the snowdrift was 34 inches deep at the end of the fourth day, how deep in inches was the drift at the end of the first day?","The third and fourth day contributed 6+18=<<6+18=24>>24 inches to the depth of the snowdrift.
Therefore, the size of the snowdrift after half was melted on the second day, but before the snowfall on the third and fourth day, was 34-24=<<34-24=10>>10 inches.
If the size of the drift on the second day, after half of the snow had melted, was 10 inches, then the depth of the original drift created on day 1 was 2*10=20 inches deep.
#### 20",20,The depth of the snowdrift at the end of the first day is not given.,False,0.0,0,1.8802988529205322,164,1,0,0.000328,0.000328
Barbara has 9 stuffed animals. Trish has two times as many stuffed animals as Barbara. They planned to sell their stuffed animals and donate all the money to their class funds. Barbara will sell her stuffed animals for $2 each while Trish will sell them for $1.50 each. How much money will they donate to their class funds?,"Barbara will be able to sell all her stuffed animals for 9 x $2 = $<<9*2=18>>18.
Trish has 9 x 2 = <<9*2=18>>18 stuffed animals.
Trish will be able to sell all her stuffed animals for 18 x $1.50 = $<<18*1.5=27>>27.
Therefore, they will donate a total of $18 + $27 = $<<18+27=45>>45 to their class funds.
#### 45",45,"How many stuffed animals does Trish have? 

How much money will Barbara make from selling her stuffed animals? 

How much money will Trish make from selling her stuffed animals? 

What is the total amount of money they will donate to their class funds?",False,0.0,0,3.9636690616607666,142,1,0,0.00028399999999999996,0.00028399999999999996
"A school bus has 4 columns and 10 rows of seats. If the school has 6 buses, how many students can the buses accommodate?","Each bus can accommodate 10 x 4 = <<10*4=40>>40 students.
Therefore, 40 x 6 = <<40*6=240>>240 students can be accommodated by the six busses.
#### 240",240,240 students.,False,0.6666666666666666,1,0.8145856857299805,52,1,0,0.000104,0.000104
Jenny has 6 Pokemon cards. Orlando has 2 more cards than Jenny. Richard has three times as many cards as Orlando. How many Pokemon cards do they have in all?,"Jenny has 6 cards.
Orlando has 2 more cards than Jenny, so Orlando has 6 + 2 = 8 cards
Richard has 3 times the number of cards Orlando has. so Richard has 8 * 3 = <<8*3=24>>24 cards
Together, they have 6 + 8 + 24 = <<6+8+24=38>>38 cards
#### 38",38,"Jenny has 6 cards.
Orlando has 8 cards.
Richard has 24 cards.
They have 38 cards in all.",False,0.10526315789473684,1,2.4542899131774902,84,1,0,0.000168,0.000168
"Tammy just got her hair cut. For every 14 haircuts, she gets a free additional haircut. She has gotten 5 free haircuts already. She is 5 haircuts away from another free one. How many haircuts has she gotten there?","She has gotten 70 haircuts to get 5 free ones because 14 x 5 = <<70=70>>70
She has gotten 9 haircuts towards her 6th free one because 14 - 5 = <<14-5=9>>9
She has gotten 79 haircuts because 70 + 9 = <<70+9=79>>79
#### 79",79,70 haircuts.,False,0.0,0,0.8492002487182617,76,1,0,0.00015199999999999998,0.00015199999999999998
Mark has 3 tanks for pregnant fish.  Each tank has 4 pregnant fish and each fish gives birth to 20 young.  How many young fish does he have at the end?,"He has 4*3=<<4*3=12>>12 pregnant fish
They give birth to 12*20=<<12*20=240>>240 fish
#### 240",240,240 young fish.,False,0.5,1,0.5911219120025635,62,1,0,0.000124,0.000124
"Harris feeds his dog 1 large organic carrot over the course of 1 day.  There are 5 carrots in a 1 pound bag and each bag costs $2.00.  In one year, how much will Harris spend on carrots?","His dog gets 1 carrot a day and there are 365 days in a year, so his dog eats 1*365 = <<1*365=365>>365 carrots
There are 5 carrots per bag and he will need 365 carrots, so that's 365/5 = 73 bags of carrots
The bags cost $2.00 and he will need 73 bags so that's $2*73 = $<<2*73=146.00>>146.00 worth of organic carrots
#### 146",146,$14.60,False,0.0,0,0.8351624011993408,75,1,0,0.00015,0.00015
"During her first year playing soccer, Tara's dad attended 90% of the games she played.  In her second year playing soccer, Tara's dad attended 4 fewer games than he did in the previous year.  If Tara played 20 games each year, how many games did Tara's dad attend in her second year playing soccer?","In her first year, Tara's dad attended 20*0.9 = <<20*0.9=18>>18 games.
Then, in her second year, Tara's dad attended 18 - 4 = <<18-4=14>>14 games.
#### 14",14,18 games.,False,0.0,0,1.0313124656677246,91,1,0,0.00018199999999999998,0.00018199999999999998
"Jemma saw 7 grasshoppers on her African daisy plant.  Then, hopping on the grass under the plant, she found 2 dozen baby grasshoppers.  How many grasshoppers did  Jemma find altogether?","Jemma found 2 x 12 = <<2*12=24>>24 baby grasshoppers.
In total, she found 24 + 7 = <<24+7=31>>31 grasshoppers.
#### 31",31,Jemma found 31 grasshoppers altogether.,False,0.33333333333333337,1,0.7718172073364258,78,1,0,0.000156,0.000156
"In a city, the number of people living per cubic yard is 80. How many more people are in a city with 9000 cubic yards than a city with 6400 cubic yards?","The difference in cubic yards between the two cities is 9000-6400 = <<9000-6400=2600>>2600 cubic yards.
Since the number of people living in a city per cubic yard is 80, there are 80*2600 = 208000 more people living in a city with 9000 cubic yards than a city with 6400 cubic yards.
#### 208000",208000,12800.,False,0.0,0,0.7526357173919678,62,1,0,0.000124,0.000124
"Colin can skip at six times the speed that Brandon can.  Brandon can skip at one-third the speed that Tony can.  And Tony can skip at twice the speed that Bruce can.  At what speed, in miles per hour, can Colin skip if Bruce skips at 1 mile per hour?","Tony can skip at twice the speed that Bruce can, for a speed of 1*2=<<1*2=2>>2 miles per hour.
Brandon can skip at one-third the speed that Tony can, for a speed of 2*(1/3) = 2/3 miles per hour.
Colin can skip at six times the speed that Brandon can, for a speed of (2/3*6=4 miles per hour).
#### 4",4,Colin can skip at 12 miles per hour.,False,0.0,0,1.3057310581207275,92,1,0,0.000184,0.000184
A farmer has 51 cows. The farmer adds five new cows to its herd and then sells a quarter of the herd. How many cows does the farmer have left?,"The farmer has 51+5 = <<51+5=56>>56 cows in its herd.
The farmer sells 56/4 = <<56/4=14>>14 cows of the herd.
The farmer now has 56-14 = <<56-14=42>>42 cows.
#### 42",42,42 cows.,False,0.6666666666666666,1,0.7578260898590088,56,1,0,0.000112,0.000112
"Barbeck has two times as many guitars as Steve, but Davey has three times as many guitars as Barbeck. If there are 27 guitars altogether, how many guitars does Davey have?","Let x = the number of guitars Steve has.
Barbeck has 2x guitars, and Davey has 3 * 2x = 6x guitars.
2x + 6x + x = 27
9x = 27
x = 27 / 9 = <<27/9=3>>3 so Steve has 3 guitars.
Barbeck has 2 * 3 = <<2*3=6>>6 guitars.
And Davey has 3 * 6 = <<3*6=18>>18 guitars.
#### 18",18,Davey has 18 guitars.,False,0.4,1,1.0877609252929688,66,1,0,0.00013199999999999998,0.00013199999999999998
"Remy sold 55 bottles of soda in the morning. Nick sold six fewer bottles of soda than Remy. The price per bottle is $.50. If their total evening sales are $55, how much more did they earn in the evening than in the morning?","Nick sold 55 - 6 = <<55-6=49>>49 bottles of soda in the morning.
They sold 55 + 49 = <<55+49=104>>104 bottles of soda altogether.
They earned a total of 104 x $.50 = $<<104*.50=52>>52 in the morning.
So, they earned $55 - $52 = $<<55-52=3>>3 more in the evening than in the morning.
#### 3",3,"How many bottles of soda did Nick sell in the morning?
49

How many bottles of soda did Nick sell in the evening?
?

What is the total number of bottles of soda sold in the morning?
55 + 49 = 104

What is the total number of bottles of soda sold in the evening?
?

What is the total amount earned from morning sales?
104 x 0.50 = $52

What is the total amount earned from evening sales?
$55

How much more did they earn in the evening than in the morning?
$55 - $52 = $3",False,0.024390243902439022,0,9.814929246902466,192,1,0,0.000384,0.000384
Connor sleeps 6 hours a night.  His older brother Luke sleeps 2 hours longer than Connor.  Connor’s new puppy sleeps twice as long as Luke.  How long does the puppy sleep?,"Luke sleeps 2 hours longer than Connor who sleeps 6 hours so that’s 2+6 = <<2+6=8>>8 hours
The new puppy sleeps twice as long as Luke, who sleeps 8 hours, so the puppy sleeps 2*8 = <<2*8=16>>16 hours
#### 16",16,"Luke sleeps 8 hours. 
The puppy sleeps 16 hours.",False,0.2222222222222222,0,1.3379979133605957,74,1,0,0.000148,0.000148
"Jacoby wants to save money for a trip to Brickville. He needs to have $5000 total to go on his trip. He works a job earning $20 per hour and works 10 hours. He then finds he can sell cookies for $4 each, and he sells 24 pieces of cookies. With the money he has so far, he buys a lottery ticket for $10 and wins $500. Finally, he gets $500 from both of his sisters as a gift. How much more, in dollars, does Jacob need to go to Brickville?","Jacob earns $20 per hour * 10 hours = $<<20*10=200>>200 for working.
So he earns $4 each * 24 = $<<4*24=96>>96 for the cookies.
So far he has earned $200 + $96 = $<<200+96=296>>296.
He buys a lottery ticket so $296 - $10 = $<<296-10=286>>286 was left in his money.
After winning in a lottery, he had a total of $500 + $286 = $<<500+286=786>>786.
He gets $500 * 2 per sister = $<<500*2=1000>>1000 from her sisters.
So he has so far $1000 + $786 = $<<1000+786=1786>>1786.
He needs $5000 - $1786 = $<<5000-1786=3214>>3214.
#### 3214",3214,"$2,460",False,0.0,0,0.7846584320068359,138,1,0,0.000276,0.000276
There are 9 boys and 12 girls in a class. The teacher needs to create groups with three members for their class activity. How many groups are formed?,"There are 9 + 12 = <<9+12=21>>21 students in a class.
Hence, 21/3 = <<21/3=7>>7 groups are formed.
#### 7",7,7 groups are formed.,False,0.4,1,0.6900131702423096,57,1,0,0.00011399999999999999,0.00011399999999999999
"Jerry has three times as many stickers as George. George has 6 fewer stickers than his brother Fred. If Fred has 18 stickers, how many stickers does Jerry have?","George has 18 - 6 = <<18-6=12>>12 stickers.
Jerry has 12 * 3 = <<12*3=36>>36 stickers.
#### 36",36,Jerry has 54 stickers.,False,0.0,0,0.7409963607788086,60,1,0,0.00011999999999999999,0.00011999999999999999
"Mrs. Watson is grading 120 final exams from her American History class.  On Monday, she grades 60% of the exams.  On Tuesday, she grades 75% of the remaining exams.  On Wednesday, how many more exams does she need to grade?","On Monday, Mrs. Watson grades 120 x 60% = <<120*60*.01=72>>72 final exams.
At the end of Monday, she has 120 - 72 = <<120-72=48>>48 exams left to grade.
On Tuesday, she grades 48 x 75% = <<48*75*.01=36>>36 final exams.
On Wednesday, she has 48 - 36 = <<48-36=12>>12 exams left to grade.
#### 12",12,"How many exams does Mrs. Watson grade on Monday? 72
How many exams are left to grade after Monday? 48
How many exams does Mrs. Watson grade on Tuesday? 36
How many exams are left to grade after Tuesday? 12
How many more exams does Mrs. Watson need to grade on Wednesday? 12.",False,0.037037037037037035,0,5.005799770355225,146,1,0,0.000292,0.000292
